FeedbackID,CustomerID,Month,SatisfactionScore,Complaints
F00882,C0142,May,2,3
F00883,C0142,Sep,1,8
F00884,C0142,Nov,4,9
F00885,C0142,Dec,3,4
F00886,C0142,Mar,3,7
F00887,C0142,Apr,3,6
F00888,C0142,Oct,2,6
F00889,C0142,Jan,1,9
F00890,C0143,Oct,1,4
F00891,C0143,Dec,2,8
F00892,C0143,Feb,3,3
F00893,C0143,Jun,4,4
F00894,C0143,Apr,2,4
F00895,C0143,Aug,2,6
F00896,C0144,Mar,4,9
F00897,C0144,Jan,4,6
F00898,C0144,May,2,6
F00899,C0144,Apr,2,9
F00900,C0144,Nov,4,8
F00901,C0145,Jul,8,2
F00902,C0145,May,8,0
F00903,C0145,Jun,7,1
F00904,C0145,Nov,7,2
F00905,C0145,Dec,7,0
F00906,C0145,Mar,9,2
F00907,C0145,Aug,8,0
F00908,C0145,Feb,7,2
F00909,C0146,Dec,6,1
F00910,C0146,Nov,9,1
F00911,C0146,Sep,9,0
F00912,C0146,Apr,7,0
F00913,C0146,Aug,9,2
F00914,C0146,Mar,6,1
F00915,C0147,Dec,8,2
F00916,C0147,Mar,6,2
F00917,C0147,Feb,9,1
F00918,C0147,Jun,7,1
F00919,C0147,Oct,7,2
F00920,C0147,Sep,9,1
F00921,C0147,Nov,8,1
F00922,C0148,Oct,1,7
F00923,C0148,Sep,1,8
F00924,C0148,Jul,3,7
F00925,C0148,Mar,1,9
F00926,C0148,Jun,1,7
F00927,C0149,Sep,2,7
F00928,C0149,Jul,2,9
F00929,C0149,Mar,2,3
F00930,C0149,Apr,4,8
F00931,C0150,Jun,4,9
F00932,C0150,Feb,4,6
F00933,C0150,Nov,4,4
F00934,C0150,Jul,3,4
F00935,C0151,May,8,1
F00936,C0151,Jun,6,0
F00937,C0151,Mar,8,1
F00938,C0151,Jul,7,0
F00939,C0152,Nov,6,2
F00940,C0152,Dec,8,0
F00941,C0152,Feb,6,2
F00942,C0152,Jun,6,2
F00943,C0152,Aug,8,0
F00944,C0152,Jul,7,0
F00945,C0153,Jan,8,0
F00946,C0153,Dec,7,0
F00947,C0153,Jun,9,0
F00948,C0153,Jul,7,1
F00949,C0153,May,6,2
F00950,C0153,Nov,7,2
F00951,C0153,Aug,8,2
F00952,C0153,Oct,7,1
F00953,C0154,Sep,1,9
F00954,C0154,Mar,3,5
F00955,C0154,Aug,1,5
F00956,C0154,Jan,2,7
F00957,C0154,Dec,2,3
F00958,C0155,Apr,4,9
F00959,C0155,Oct,4,3
F00960,C0155,Mar,1,5
F00961,C0155,Jun,2,5
F00962,C0155,Aug,2,4
F00963,C0155,Sep,4,4
F00964,C0155,May,4,3
F00965,C0156,Jan,8,2
F00966,C0156,Aug,9,2
F00967,C0156,Oct,7,1
F00968,C0156,Feb,8,0
F00969,C0156,Sep,9,0
F00970,C0156,Jun,8,2
F00971,C0157,Jul,6,1
F00972,C0157,Dec,9,2
F00973,C0157,Nov,9,1
F00974,C0157,Feb,9,1
F00975,C0157,Aug,6,2
F00976,C0157,Jan,6,0
F00977,C0157,Apr,6,1
F00978,C0158,Dec,6,0
F00979,C0158,Oct,8,1
F00980,C0158,Sep,7,1
F00981,C0158,Mar,6,2
F00982,C0158,Jun,9,2
F00983,C0158,Aug,7,2
F00984,C0158,Jan,8,2
F00985,C0158,May,6,0
F00986,C0159,Aug,6,2
F00987,C0159,Mar,7,1
F00988,C0159,Apr,7,2
F00989,C0159,Jun,6,0
F00990,C0160,Apr,7,1
F00991,C0160,Feb,7,1
F00992,C0160,May,9,0
F00993,C0160,Jan,7,0
F00994,C0160,Dec,7,2
F00995,C0160,Jun,8,1
F00996,C0160,Mar,8,0
F00997,C0161,Jul,2,9
F00998,C0161,Jan,4,5
F00999,C0161,Dec,1,8
F01000,C0161,Oct,4,3
F01001,C0161,Sep,4,4
F01002,C0161,Mar,2,3
F01003,C0162,Feb,7,2
F01004,C0162,Mar,8,0
F01005,C0162,Aug,8,2
F01006,C0162,Dec,9,1
F01007,C0163,May,7,0
F01008,C0163,Dec,9,0
F01009,C0163,Oct,7,2
F01010,C0163,Nov,6,1
F01011,C0163,Feb,9,0
F01012,C0163,Jul,6,0
F01013,C0163,Jan,6,1
F01014,C0163,Apr,7,0
F01015,C0164,Apr,9,2
F01016,C0164,Jul,7,1
F01017,C0164,Oct,6,2
F01018,C0164,Jun,7,0
F01019,C0165,Jan,3,4
F01020,C0165,Oct,3,6
F01021,C0165,Dec,2,8
F01022,C0165,Mar,1,6
F01023,C0165,Jun,4,4
F01024,C0165,Jul,3,7
F01025,C0166,Apr,9,0
F01026,C0166,Mar,9,0
F01027,C0166,Dec,7,2
F01028,C0166,Jun,8,2
F01029,C0167,Mar,6,1
F01030,C0167,Sep,6,2
F01031,C0167,Jun,7,2
F01032,C0167,Jan,8,1
F01033,C0167,Feb,6,0
F01034,C0168,Nov,6,2
F01035,C0168,Apr,6,1
F01036,C0168,Jan,6,0
F01037,C0168,Jul,6,2
F01038,C0169,Feb,9,2
F01039,C0169,Jan,7,2
F01040,C0169,Aug,9,2
F01041,C0169,Jul,8,1
F01042,C0169,May,9,1
F01043,C0169,Jun,7,1
F01044,C0169,Oct,8,0
F01045,C0169,Apr,7,1
F01046,C0170,Jul,4,9
F01047,C0170,May,3,4
F01048,C0170,Mar,1,6
F01049,C0170,Jun,4,8
F01050,C0170,Jan,2,6
F01051,C0171,Nov,9,1
F01052,C0171,Jun,9,1
F01053,C0171,Apr,9,1
F01054,C0171,Jul,8,1
F01055,C0171,Sep,8,2
F01056,C0172,Mar,7,2
F01057,C0172,Sep,8,1
F01058,C0172,Apr,9,1
F01059,C0172,Oct,8,0
F01060,C0172,Nov,9,0
F01061,C0172,Jun,9,0
F01062,C0172,Feb,9,1
F01063,C0173,Jul,9,0
F01064,C0173,Jan,9,0
F01065,C0173,Apr,7,1
F01066,C0173,Oct,7,1
F01067,C0173,Jun,7,2
F01068,C0173,May,9,2
F01069,C0173,Feb,7,0
F01070,C0173,Sep,9,1
F01071,C0174,Apr,6,0
F01072,C0174,Mar,6,0
F01073,C0174,Aug,6,1
F01074,C0174,Jun,6,1
F01075,C0174,Jan,8,0
F01076,C0174,Sep,7,0
F01077,C0174,Oct,8,0
F01078,C0175,Oct,7,1
F01079,C0175,Jun,8,0
F01080,C0175,Dec,7,0
F01081,C0175,Aug,7,1
F01082,C0175,Sep,6,2
F01083,C0175,Mar,9,0
F01084,C0176,Sep,4,3
F01085,C0176,Nov,1,4
F01086,C0176,Aug,4,6
F01087,C0176,May,4,6
F01088,C0176,Apr,2,9
F01089,C0176,Jan,1,7
F01090,C0176,Jun,3,6
F01091,C0176,Feb,2,6
F01092,C0177,Aug,8,0
F01093,C0177,Nov,8,0
F01094,C0177,Oct,7,0
F01095,C0177,Jun,8,2
F01096,C0178,Mar,8,2
F01097,C0178,Feb,9,0
F01098,C0178,Apr,9,0
F01099,C0178,Jun,8,1
F01100,C0178,May,7,2
F01101,C0178,Sep,8,2
F01102,C0178,Jan,6,1
F01103,C0179,Mar,9,1
F01104,C0179,Jan,6,1
F01105,C0179,Apr,9,2
F01106,C0179,May,6,1
F01107,C0179,Sep,6,0
F01108,C0179,Oct,6,2
F01109,C0180,Jan,8,2
F01110,C0180,May,9,1
F01111,C0180,Jul,8,2
F01112,C0180,Apr,9,1
F01113,C0180,Aug,8,0
F01114,C0180,Sep,8,2
F01115,C0180,Oct,8,2
F01116,C0180,Dec,7,1
F01117,C0181,May,1,3
F01118,C0181,Feb,2,9
F01119,C0181,Aug,1,4
F01120,C0181,Nov,1,4
F01121,C0181,Jun,3,3
F01122,C0181,Jul,2,7
F01123,C0182,Feb,6,0
F01124,C0182,Dec,9,2
F01125,C0182,Jan,8,2
F01126,C0182,Oct,6,2
F01127,C0182,Jun,6,0
F01128,C0183,Apr,6,1
F01129,C0183,Feb,7,0
F01130,C0183,Mar,6,2
F01131,C0183,Nov,6,1
F01132,C0183,Sep,8,2
F01133,C0184,Apr,6,1
F01134,C0184,Aug,7,2
F01135,C0184,Dec,6,0
F01136,C0184,Nov,7,0
F01137,C0184,Mar,8,0
F01138,C0184,Oct,7,2
F01139,C0184,Sep,6,2
F01140,C0184,May,6,0
F01141,C0185,Jun,9,2
F01142,C0185,Apr,8,0
F01143,C0185,Mar,9,1
F01144,C0185,Jul,8,2
F01145,C0185,May,7,2
F01146,C0186,Nov,7,0
F01147,C0186,Dec,6,0
F01148,C0186,May,9,1
F01149,C0186,Oct,6,2
F01150,C0187,Feb,3,8
F01151,C0187,Nov,1,7
F01152,C0187,Aug,3,8
F01153,C0187,Jan,3,6
F01154,C0187,Dec,3,8
F01155,C0187,Mar,4,5
F01156,C0187,May,4,5
F01157,C0188,Jun,8,1
F01158,C0188,Sep,9,1
F01159,C0188,Apr,8,1
F01160,C0188,Oct,9,1
F01161,C0188,Mar,9,0
F01162,C0188,Jan,7,2
F01163,C0188,Dec,9,1
F01164,C0189,Mar,4,5
F01165,C0189,Jun,1,6
F01166,C0189,Jul,2,4
F01167,C0189,Dec,2,4
F01168,C0190,Jan,3,5
F01169,C0190,Jul,2,3
F01170,C0190,Aug,4,6
F01171,C0190,Mar,2,5
F01172,C0191,May,9,2
F01173,C0191,Apr,6,1
F01174,C0191,Nov,6,0
F01175,C0191,Aug,8,2
F01176,C0191,Sep,9,2
F01177,C0191,Oct,8,0
F01178,C0191,Jul,7,2
F01179,C0191,Feb,9,0
F01180,C0192,Aug,9,2
F01181,C0192,Jan,6,2
F01182,C0192,May,7,2
F01183,C0192,Mar,8,1
F01184,C0192,Jun,8,2
F01185,C0192,Dec,7,1
F01186,C0192,Sep,9,0
F01187,C0193,Aug,2,5
F01188,C0193,Jun,2,9
F01189,C0193,Jul,3,8
F01190,C0193,Apr,4,9
F01191,C0194,Sep,3,9
F01192,C0194,Jun,2,8
F01193,C0194,Oct,2,9
F01194,C0194,Nov,2,6
F01195,C0194,Apr,4,3
F01196,C0194,Feb,3,7
F01197,C0195,Jul,1,7
F01198,C0195,Mar,4,6
F01199,C0195,Oct,3,3
F01200,C0195,Jun,4,6
F01201,C0196,May,7,0
F01202,C0196,Mar,6,1
F01203,C0196,Jun,8,2
F01204,C0196,Jan,9,2
F01205,C0196,Aug,7,1
F01206,C0197,Aug,7,2
F01207,C0197,Jun,6,1
F01208,C0197,Oct,6,2
F01209,C0197,Sep,7,2
F01210,C0197,Apr,8,0
F01211,C0197,Jul,9,1
F01212,C0198,May,8,0
F01213,C0198,Dec,6,2
F01214,C0198,Apr,9,0
F01215,C0198,Mar,8,1
F01216,C0199,Aug,9,1
F01217,C0199,Nov,6,1
F01218,C0199,Jul,9,1
F01219,C0199,Sep,7,2
F01220,C0199,Mar,9,1
F01221,C0200,Oct,6,1
F01222,C0200,Mar,9,1
F01223,C0200,Jun,7,1
F01224,C0200,Jan,9,2
F01225,C0200,Feb,6,2
F01226,C0201,Nov,3,5
F01227,C0201,Jun,1,7
F01228,C0201,Jul,1,8
F01229,C0201,Mar,2,6
F01230,C0201,Dec,1,3
F01231,C0201,May,2,4
F01232,C0201,Jan,1,7
F01233,C0202,Dec,8,0
F01234,C0202,Apr,9,1
F01235,C0202,Feb,6,1
F01236,C0202,Jun,9,2
F01237,C0202,Sep,6,2
F01238,C0203,Nov,9,0
F01239,C0203,Jul,6,1
F01240,C0203,Mar,7,0
F01241,C0203,Sep,6,2
F01242,C0203,Feb,6,0
F01243,C0203,Dec,7,1
F01244,C0203,Aug,6,0
F01245,C0204,Apr,3,6
F01246,C0204,Mar,4,3
F01247,C0204,Nov,3,6
F01248,C0204,Sep,1,8
F01249,C0204,Jun,4,7
F01250,C0205,Jan,7,0
F01251,C0205,Apr,9,0
F01252,C0205,Oct,8,2
F01253,C0205,Dec,6,2
F01254,C0206,Sep,1,8
F01255,C0206,Mar,3,5
F01256,C0206,Jul,3,7
F01257,C0206,Apr,4,4
F01258,C0206,Nov,2,9
F01259,C0206,May,3,5
F01260,C0207,Jun,4,3
F01261,C0207,May,4,7
F01262,C0207,Jul,4,4
F01263,C0207,Feb,2,3
F01264,C0207,Nov,1,6
F01265,C0208,Dec,7,2
F01266,C0208,Apr,8,1
F01267,C0208,Nov,9,0
F01268,C0208,May,7,2
F01269,C0209,Apr,7,1
F01270,C0209,Sep,7,1
F01271,C0209,Jan,9,2
F01272,C0209,May,8,1
F01273,C0209,Oct,9,2
F01274,C0209,Feb,7,1
F01275,C0210,Sep,6,0
F01276,C0210,Oct,6,0
F01277,C0210,May,8,0
F01278,C0210,Apr,8,1
F01279,C0210,Feb,9,2
F01280,C0210,Nov,7,0
F01281,C0210,Jan,6,1
F01282,C0211,Nov,8,1
F01283,C0211,Apr,6,1
F01284,C0211,Jul,6,0
F01285,C0211,Jun,8,0
F01286,C0211,Feb,8,1
F01287,C0212,Feb,6,0
F01288,C0212,Nov,6,2
F01289,C0212,Jan,7,1
F01290,C0212,Aug,8,1
F01291,C0212,Mar,6,2
F01292,C0213,Aug,1,3
F01293,C0213,Feb,4,6
F01294,C0213,Mar,4,6
F01295,C0213,Apr,2,3
F01296,C0213,Nov,1,8
F01297,C0213,Sep,1,9
F01298,C0213,Jun,3,8
F01299,C0213,Jul,3,8
F01300,C0214,Apr,4,9
F01301,C0214,May,1,8
F01302,C0214,Jan,1,9
F01303,C0214,Nov,4,7
F01304,C0214,Dec,4,9
F01305,C0214,Feb,2,8
F01306,C0214,Jun,1,5
F01307,C0215,Feb,7,1
F01308,C0215,Oct,8,2
F01309,C0215,Jun,7,1
F01310,C0215,Aug,8,1
F01311,C0215,Sep,7,2
F01312,C0215,May,9,1
F01313,C0216,Jun,6,2
F01314,C0216,May,8,0
F01315,C0216,Mar,8,1
F01316,C0216,Aug,9,1
F01317,C0216,Jul,7,0
F01318,C0216,Oct,8,2
F01319,C0216,Apr,7,2
F01320,C0217,Sep,9,0
F01321,C0217,Nov,9,0
F01322,C0217,Mar,6,2
F01323,C0217,Oct,6,2
F01324,C0217,Apr,6,1
F01325,C0217,Jul,7,2
F01326,C0218,Nov,8,2
F01327,C0218,Jun,9,2
F01328,C0218,Aug,9,0
F01329,C0218,Feb,8,2
F01330,C0218,Dec,9,2
F01331,C0219,Apr,7,2
F01332,C0219,Nov,6,2
F01333,C0219,Aug,6,1
F01334,C0219,Mar,7,0
F01335,C0220,Apr,2,3
F01336,C0220,Jul,1,3
F01337,C0220,May,3,3
F01338,C0220,Dec,2,4
F01339,C0220,Feb,1,3
F01340,C0220,Nov,3,6
F01341,C0221,Jul,8,1
F01342,C0221,Jun,9,1
F01343,C0221,Dec,7,1
F01344,C0221,Jan,9,2
F01345,C0222,Aug,3,3
F01346,C0222,Nov,3,8
F01347,C0222,Oct,4,9
F01348,C0222,Jan,4,9
F01349,C0222,Dec,1,6
F01350,C0222,Sep,3,8
F01351,C0222,Apr,4,3
F01352,C0222,Mar,4,3
F01353,C0223,Feb,6,1
F01354,C0223,Aug,9,2
F01355,C0223,May,8,0
F01356,C0223,Sep,9,0
F01357,C0223,Dec,8,1
F01358,C0223,Jan,9,0
F01359,C0223,Nov,9,0
F01360,C0224,Nov,4,3
F01361,C0224,Mar,2,6
F01362,C0224,Oct,3,8
F01363,C0224,Jan,4,9
F01364,C0225,Nov,2,3
F01365,C0225,Jan,3,7
F01366,C0225,May,3,6
F01367,C0225,Feb,1,8
F01368,C0225,Aug,2,9
F01369,C0225,Sep,1,4
F01370,C0225,Apr,4,6
F01371,C0225,Mar,2,3
F01372,C0226,Dec,2,5
F01373,C0226,Nov,4,4
F01374,C0226,Mar,4,9
F01375,C0226,Jul,1,3
F01376,C0226,Jan,2,4
F01377,C0226,Oct,2,8
F01378,C0226,Feb,1,6
F01379,C0227,Jun,6,1
F01380,C0227,Jul,9,0
F01381,C0227,Jan,8,1
F01382,C0227,Sep,9,0
F01383,C0227,Dec,6,0
F01384,C0227,Aug,8,2
F01385,C0227,May,8,1
F01386,C0228,Sep,2,8
F01387,C0228,Apr,2,6
F01388,C0228,Mar,3,7
F01389,C0228,Feb,3,6
F01390,C0228,Jan,1,9
F01391,C0228,Dec,2,7
F01392,C0228,Aug,4,3
F01393,C0229,Jan,6,1
F01394,C0229,Apr,6,2
F01395,C0229,Nov,6,0
F01396,C0229,Mar,8,2
F01397,C0229,May,6,1
F01398,C0229,Feb,7,1
F01399,C0229,Jun,7,1
F01400,C0229,Oct,7,0
F01401,C0230,Aug,1,4
F01402,C0230,Dec,2,9
F01403,C0230,Apr,2,9
F01404,C0230,Feb,1,6
F01405,C0230,Mar,1,7
F01406,C0230,Oct,2,4
F01407,C0230,May,4,9
F01408,C0231,Apr,8,1
F01409,C0231,May,6,0
F01410,C0231,Jul,8,1
F01411,C0231,Jan,9,2
F01412,C0231,Oct,7,2
F01413,C0231,Sep,7,1
F01414,C0232,Sep,1,6
F01415,C0232,Jul,1,7
F01416,C0232,Mar,1,8
F01417,C0232,Apr,2,9
F01418,C0232,May,1,5
F01419,C0232,Dec,3,6
F01420,C0232,Jan,3,6
F01421,C0232,Nov,3,5
F01422,C0233,Oct,7,1
F01423,C0233,Jun,8,0
F01424,C0233,May,9,1
F01425,C0233,Aug,6,1
F01426,C0233,Sep,8,1
F01427,C0233,Apr,8,2
F01428,C0233,Nov,7,1
F01429,C0233,Dec,8,0
F01430,C0234,Apr,8,1
F01431,C0234,Jun,9,2
F01432,C0234,May,7,2
F01433,C0234,Dec,7,2
F01434,C0234,Nov,8,0
F01435,C0234,Oct,8,2
F01436,C0234,Aug,8,0
F01437,C0234,Sep,9,2
F01438,C0235,Mar,7,2
F01439,C0235,Feb,9,1
F01440,C0235,May,7,1
F01441,C0235,Apr,9,2
F01442,C0235,Sep,8,2
F01443,C0235,Oct,9,2
F01444,C0235,Jun,8,0
F01445,C0235,Dec,8,2
F01446,C0236,May,9,0
F01447,C0236,Feb,6,0
F01448,C0236,Jul,8,1
F01449,C0236,Sep,9,2
F01450,C0237,May,4,7
F01451,C0237,Sep,1,6
F01452,C0237,Oct,4,6
F01453,C0237,Jul,3,3
F01454,C0237,Apr,2,4
F01455,C0237,Mar,1,5
F01456,C0237,Jan,1,3
F01457,C0237,Aug,1,5
F01458,C0238,Sep,1,8
F01459,C0238,Dec,4,4
F01460,C0238,May,1,8
F01461,C0238,Mar,1,3
F01462,C0239,Jun,4,4
F01463,C0239,Oct,2,4
F01464,C0239,May,3,7
F01465,C0239,Nov,3,9
F01466,C0240,Mar,2,9
F01467,C0240,Jan,4,4
F01468,C0240,Sep,1,4
F01469,C0240,Jun,1,7
F01470,C0240,Apr,3,9
F01471,C0241,Feb,7,0
F01472,C0241,Dec,7,1
F01473,C0241,Apr,6,0
F01474,C0241,Jul,7,2
F01475,C0241,Oct,8,1
F01476,C0241,Nov,9,1
F01477,C0241,Aug,7,0
F01478,C0242,Feb,7,2
F01479,C0242,Jul,9,2
F01480,C0242,Aug,9,0
F01481,C0242,Oct,8,0
F01482,C0243,Jul,9,1
F01483,C0243,Sep,7,1
F01484,C0243,Jun,7,2
F01485,C0243,Oct,6,2
F01486,C0243,Jan,9,0
F01487,C0243,Apr,9,0
F01488,C0243,May,7,1
F01489,C0244,Jul,9,0
F01490,C0244,May,7,2
F01491,C0244,Apr,6,1
F01492,C0244,Nov,6,1
F01493,C0244,Oct,8,1
F01494,C0244,Aug,9,0
F01495,C0245,Jul,2,5
F01496,C0245,Aug,3,5
F01497,C0245,Dec,4,4
F01498,C0245,Feb,2,4
F01499,C0245,Oct,2,9
F01500,C0245,Mar,1,6
F01501,C0245,Nov,3,3
F01502,C0246,Feb,8,0
F01503,C0246,Mar,8,1
F01504,C0246,Dec,7,1
F01505,C0246,Sep,7,1
F01506,C0246,Jan,8,0
F01507,C0247,Jul,7,0
F01508,C0247,May,6,2
F01509,C0247,Mar,7,1
F01510,C0247,Sep,9,1
F01511,C0247,Feb,7,0
F01512,C0248,Apr,6,1
F01513,C0248,Oct,7,2
F01514,C0248,Feb,6,1
F01515,C0248,Nov,8,2
F01516,C0249,Mar,8,0
F01517,C0249,Sep,8,2
F01518,C0249,Dec,6,2
F01519,C0249,Apr,6,1
F01520,C0249,Jan,7,0
F01521,C0250,Aug,8,2
F01522,C0250,Mar,8,1
F01523,C0250,Nov,7,1
F01524,C0250,Apr,7,2
F01525,C0251,Dec,6,1
F01526,C0251,Apr,7,0
F01527,C0251,Mar,8,1
F01528,C0251,Jan,9,2
F01529,C0252,Sep,8,2
F01530,C0252,Dec,9,1
F01531,C0252,Jul,9,0
F01532,C0252,Nov,9,0
F01533,C0252,Aug,6,0
F01534,C0252,Jun,6,2
F01535,C0252,May,8,1
F01536,C0253,Oct,8,1
F01537,C0253,Jul,6,1
F01538,C0253,Nov,9,0
F01539,C0253,Dec,6,0
F01540,C0254,Nov,7,0
F01541,C0254,Mar,7,1
F01542,C0254,Aug,8,1
F01543,C0254,Dec,9,1
F01544,C0254,May,9,1
F01545,C0254,Apr,7,1
F01546,C0254,Feb,7,1
F01547,C0255,Apr,8,0
F01548,C0255,Mar,8,1
F01549,C0255,Feb,9,2
F01550,C0255,May,9,0
F01551,C0256,May,8,1
F01552,C0256,Jun,7,1
F01553,C0256,Sep,7,0
F01554,C0256,Oct,6,0
F01555,C0256,Aug,8,0
F01556,C0256,Jan,6,2
F01557,C0256,Apr,7,2
F01558,C0256,Jul,8,0
F01559,C0257,Jul,8,1
F01560,C0257,Jun,6,2
F01561,C0257,Oct,6,1
F01562,C0257,Aug,9,1
F01563,C0257,Nov,6,2
F01564,C0257,May,6,0
F01565,C0257,Mar,9,1
F01566,C0258,Dec,1,7
F01567,C0258,Nov,4,5
F01568,C0258,May,4,4
F01569,C0258,Mar,1,3
F01570,C0258,Sep,3,3
F01571,C0258,Jul,2,4
F01572,C0258,Feb,4,7
F01573,C0259,Jul,7,0
F01574,C0259,Mar,6,0
F01575,C0259,Dec,6,1
F01576,C0259,Sep,9,0
F01577,C0259,May,7,1
F01578,C0260,Nov,8,2
F01579,C0260,Aug,8,1
F01580,C0260,Feb,8,2
F01581,C0260,Oct,8,2
F01582,C0260,Dec,8,2
F01583,C0261,Nov,2,4
F01584,C0261,Dec,1,6
F01585,C0261,Oct,4,5
F01586,C0261,Sep,3,7
F01587,C0261,May,3,6
F01588,C0262,Jan,7,0
F01589,C0262,Oct,7,1
F01590,C0262,May,7,0
F01591,C0262,Nov,8,1
F01592,C0262,Feb,9,1
F01593,C0262,Jul,8,1
F01594,C0262,Aug,6,0
F01595,C0263,Oct,4,6
F01596,C0263,Aug,4,4
F01597,C0263,Feb,4,6
F01598,C0263,Jun,1,5
F01599,C0263,Jan,3,3
F01600,C0264,Apr,9,0
F01601,C0264,Aug,8,0
F01602,C0264,Nov,7,1
F01603,C0264,Jul,7,2
F01604,C0264,Dec,8,2
F01605,C0264,Oct,9,0
F01606,C0265,Feb,9,1
F01607,C0265,Dec,6,2
F01608,C0265,Jan,7,0
F01609,C0265,Mar,6,1
F01610,C0266,Jan,1,3
F01611,C0266,Mar,2,5
F01612,C0266,May,3,3
F01613,C0266,Jun,1,7
F01614,C0266,Sep,1,3
F01615,C0267,Jan,8,2
F01616,C0267,Apr,6,2
F01617,C0267,Mar,8,0
F01618,C0267,Jul,6,1
F01619,C0267,Aug,8,0
F01620,C0267,Dec,6,1
F01621,C0267,Oct,7,2
F01622,C0267,May,8,0
F01623,C0268,Jun,3,5
F01624,C0268,Nov,4,6
F01625,C0268,Mar,2,9
F01626,C0268,Aug,3,8
F01627,C0268,Sep,3,4
F01628,C0268,Oct,2,6
F01629,C0268,May,2,8
F01630,C0269,Jan,6,1
F01631,C0269,Feb,7,0
F01632,C0269,Dec,6,1
F01633,C0269,Nov,8,2
F01634,C0269,Mar,8,2
F01635,C0270,Dec,8,2
F01636,C0270,Aug,7,1
F01637,C0270,Jul,6,1
F01638,C0270,Oct,7,1
F01639,C0270,Feb,7,1
F01640,C0271,Jan,2,9
F01641,C0271,Dec,4,6
F01642,C0271,May,4,9
F01643,C0271,Jul,3,6
F01644,C0272,Jun,7,1
F01645,C0272,Jul,9,0
F01646,C0272,Dec,9,1
F01647,C0272,Mar,7,0
F01648,C0272,Jan,7,0
F01649,C0273,Oct,3,8
F01650,C0273,Aug,3,9
F01651,C0273,May,3,5
F01652,C0273,Apr,1,3
F01653,C0273,Mar,4,9
F01654,C0273,Sep,2,4
F01655,C0273,Jan,2,5
F01656,C0273,Jun,3,7
F01657,C0274,Sep,6,1
F01658,C0274,Oct,8,2
F01659,C0274,Nov,9,0
F01660,C0274,Apr,8,1
F01661,C0274,Jul,6,1
F01662,C0274,Aug,6,1
F01663,C0274,Jun,9,1
F01664,C0275,Oct,7,2
F01665,C0275,Apr,8,1
F01666,C0275,Jun,8,0
F01667,C0275,Nov,7,0
F01668,C0275,Aug,7,1
F01669,C0275,Mar,7,1
F01670,C0275,Jul,6,1
F01671,C0275,Jan,6,0
F01672,C0276,Sep,6,1
F01673,C0276,Dec,7,2
F01674,C0276,Jul,8,0
F01675,C0276,Jan,7,1
F01676,C0276,May,8,0
F01677,C0276,Oct,7,0
F01678,C0277,Feb,8,0
F01679,C0277,Jun,8,2
F01680,C0277,Apr,8,1
F01681,C0277,Aug,7,1
F01682,C0277,Jan,7,2
F01683,C0277,Sep,7,1
F01684,C0277,Dec,6,1
F01685,C0278,Sep,6,0
F01686,C0278,Dec,7,0
F01687,C0278,Feb,8,0
F01688,C0278,Oct,6,1
F01689,C0278,Mar,8,0
F01690,C0278,Jul,9,2
F01691,C0279,Aug,6,1
F01692,C0279,Nov,6,1
F01693,C0279,Oct,7,1
F01694,C0279,May,7,2
F01695,C0280,Dec,2,5
F01696,C0280,Jan,2,7
F01697,C0280,Oct,2,6
F01698,C0280,Feb,3,3
F01699,C0280,Sep,3,9
F01700,C0280,Aug,4,9
F01701,C0281,Feb,9,2
F01702,C0281,Sep,6,2
F01703,C0281,Jul,7,2
F01704,C0281,Apr,9,2
F01705,C0281,Mar,9,1
F01706,C0281,Dec,8,2
F01707,C0281,May,8,0
F01708,C0282,Jan,8,0
F01709,C0282,Aug,8,2
F01710,C0282,Apr,8,1
F01711,C0282,Dec,6,1
F01712,C0283,Feb,9,1
F01713,C0283,Mar,8,0
F01714,C0283,Dec,6,2
F01715,C0283,Sep,8,0
F01716,C0283,Oct,8,2
F01717,C0283,May,9,1
F01718,C0283,Aug,6,0
F01719,C0284,May,9,0
F01720,C0284,Nov,8,1
F01721,C0284,Mar,9,0
F01722,C0284,Dec,8,0
F01723,C0285,May,7,2
F01724,C0285,Dec,6,0
F01725,C0285,Jul,6,1
F01726,C0285,Jan,6,0
F01727,C0285,Sep,8,1
F01728,C0285,Mar,8,0
F01729,C0285,Oct,7,2
F01730,C0286,Oct,8,2
F01731,C0286,Feb,6,2
F01732,C0286,Apr,8,2
F01733,C0286,Jan,8,0
F01734,C0286,May,9,0
F01735,C0287,Jul,6,0
F01736,C0287,Feb,6,0
F01737,C0287,Jun,9,0
F01738,C0287,May,9,1
F01739,C0287,Jan,9,2
F01740,C0287,Nov,6,1
F01741,C0288,Oct,2,4
F01742,C0288,Sep,1,8
F01743,C0288,Apr,1,6
F01744,C0288,Feb,2,8
F01745,C0288,Jun,2,4
F01746,C0289,Apr,9,2
F01747,C0289,Jul,7,0
F01748,C0289,Jan,9,0
F01749,C0289,Sep,9,0
F01750,C0289,May,8,1
F01751,C0289,Aug,7,1
F01752,C0289,Jun,9,2
F01753,C0289,Feb,8,1
F01754,C0290,Oct,6,0
F01755,C0290,Feb,9,2
F01756,C0290,Jul,7,2
F01757,C0290,May,8,2
F01758,C0290,Aug,7,2
F01759,C0291,Nov,6,0
F01760,C0291,Oct,7,2
F01761,C0291,Feb,6,2
F01762,C0291,Apr,6,2
F01763,C0291,Mar,9,0
