UsageID,CustomerID,Month,CallMinutes,DataUsage,MessagesSent
U00782,C0066,Feb,681,45,59
U00783,C0066,Mar,757,47,51
U00784,C0066,Apr,623,47,54
U00785,C0066,May,933,43,72
U00786,C0066,Jun,504,18,67
U00787,C0066,Jul,783,53,76
U00788,C0066,Aug,689,37,78
U00789,C0066,Sep,510,48,39
U00790,C0066,Oct,744,35,75
U00791,C0066,Nov,732,35,51
U00792,C0066,Dec,705,30,44
U00793,C0067,Jan,929,33,38
U00794,C0067,Feb,813,38,78
U00795,C0067,Mar,543,19,76
U00796,C0067,Apr,909,36,51
U00797,C0067,May,828,43,59
U00798,C0067,Jun,436,55,80
U00799,C0067,Jul,594,39,81
U00800,C0067,Aug,627,52,75
U00801,C0067,Sep,887,40,67
U00802,C0067,Oct,707,28,88
U00803,C0067,Nov,585,36,41
U00804,C0067,Dec,882,26,82
U00805,C0068,Jan,664,53,83
U00806,C0068,Feb,587,39,76
U00807,C0068,Mar,491,32,57
U00808,C0068,Apr,628,37,61
U00809,C0068,May,739,41,51
U00810,C0068,Jun,701,47,89
U00811,C0068,Jul,520,48,38
U00812,C0068,Aug,472,48,47
U00813,C0068,Sep,912,25,90
U00814,C0068,Oct,790,51,54
U00815,C0068,Nov,823,21,90
U00816,C0068,Dec,554,26,47
U00817,C0069,Jan,750,44,71
U00818,C0069,Feb,868,27,55
U00819,C0069,Mar,584,23,66
U00820,C0069,Apr,740,29,55
U00821,C0069,May,459,18,63
U00822,C0069,Jun,680,31,83
U00823,C0069,Jul,572,54,83
U00824,C0069,Aug,562,49,85
U00825,C0069,Sep,490,26,74
U00826,C0069,Oct,844,45,60
U00827,C0069,Nov,839,48,59
U00828,C0069,Dec,404,20,69
U00829,C0070,Jan,604,41,35
U00830,C0070,Feb,729,51,47
U00831,C0070,Mar,418,18,75
U00832,C0070,Apr,654,32,79
U00833,C0070,May,752,37,43
U00834,C0070,Jun,505,42,67
U00835,C0070,Jul,713,28,39
U00836,C0070,Aug,446,37,53
U00837,C0070,Sep,866,51,73
U00838,C0070,Oct,936,39,62
U00839,C0070,Nov,537,39,66
U00840,C0070,Dec,767,30,45
U00841,C0071,Jan,287,90,3
U00842,C0071,Feb,138,79,7
U00843,C0071,Mar,134,66,19
U00844,C0071,Apr,123,72,14
U00845,C0071,May,262,67,15
U00846,C0071,Jun,243,81,20
U00847,C0071,Jul,239,68,4
U00848,C0071,Aug,249,71,3
U00849,C0071,Sep,92,72,16
U00850,C0071,Oct,193,89,6
U00851,C0071,Nov,220,81,18
U00852,C0071,Dec,259,74,9
U00853,C0072,Jan,409,37,61
U00854,C0072,Feb,503,51,52
U00855,C0072,Mar,540,44,88
U00856,C0072,Apr,507,50,81
U00857,C0072,May,520,36,42
U00858,C0072,Jun,508,49,47
U00859,C0072,Jul,604,34,88
U00860,C0072,Aug,935,30,57
U00861,C0072,Sep,819,36,45
U00862,C0072,Oct,440,53,66
U00863,C0072,Nov,612,48,56
U00864,C0072,Dec,640,18,35
U00865,C0073,Jan,491,25,88
U00866,C0073,Feb,905,27,40
U00867,C0073,Mar,923,22,81
U00868,C0073,Apr,503,34,76
U00869,C0073,May,636,47,53
U00870,C0073,Jun,670,47,38
U00871,C0073,Jul,502,29,90
U00872,C0073,Aug,440,36,58
U00873,C0073,Sep,720,45,82
U00874,C0073,Oct,518,24,89
U00875,C0073,Nov,446,18,89
U00876,C0073,Dec,541,28,56
U00877,C0074,Jan,171,93,11
U00878,C0074,Feb,267,70,14
U00879,C0074,Mar,288,86,8
U00880,C0074,Apr,109,90,15
U00881,C0074,May,196,82,15
U00882,C0074,Jun,256,95,16
U00883,C0074,Jul,246,75,6
U00884,C0074,Aug,113,68,8
U00885,C0074,Sep,106,91,18
U00886,C0074,Oct,285,93,8
U00887,C0074,Nov,236,89,14
U00888,C0074,Dec,236,66,7
U00889,C0075,Jan,894,49,42
U00890,C0075,Feb,821,46,37
U00891,C0075,Mar,464,34,76
U00892,C0075,Apr,721,18,80
U00893,C0075,May,937,54,81
U00894,C0075,Jun,629,39,68
U00895,C0075,Jul,935,24,62
U00896,C0075,Aug,654,48,57
U00897,C0075,Sep,794,27,88
U00898,C0075,Oct,455,18,76
U00899,C0075,Nov,560,50,89
U00900,C0075,Dec,880,49,90
U00901,C0076,Jan,569,22,83
U00902,C0076,Feb,903,38,50
U00903,C0076,Mar,738,35,38
U00904,C0076,Apr,919,32,70
U00905,C0076,May,787,43,87
U00906,C0076,Jun,640,23,64
U00907,C0076,Jul,854,54,63
U00908,C0076,Aug,490,49,63
U00909,C0076,Sep,723,25,66
U00910,C0076,Oct,418,24,60
U00911,C0076,Nov,822,20,70
U00912,C0076,Dec,400,23,85
U00913,C0077,Jan,711,50,70
U00914,C0077,Feb,611,47,56
U00915,C0077,Mar,772,21,87
U00916,C0077,Apr,628,47,56
U00917,C0077,May,884,41,80
U00918,C0077,Jun,863,25,41
U00919,C0077,Jul,627,18,56
U00920,C0077,Aug,763,36,70
U00921,C0077,Sep,934,41,79
U00922,C0077,Oct,508,20,45
U00923,C0077,Nov,904,26,87
U00924,C0077,Dec,819,24,51
U00925,C0078,Jan,236,77,9
U00926,C0078,Feb,110,90,9
U00927,C0078,Mar,197,77,13
U00928,C0078,Apr,107,91,4
U00929,C0078,May,242,72,17
U00930,C0078,Jun,197,97,7
U00931,C0078,Jul,207,65,19
U00932,C0078,Aug,268,68,20
U00933,C0078,Sep,190,95,19
U00934,C0078,Oct,279,76,8
U00935,C0078,Nov,267,73,6
U00936,C0078,Dec,179,85,19
U00937,C0079,Jan,793,44,73
U00938,C0079,Feb,654,35,60
U00939,C0079,Mar,751,36,63
U00940,C0079,Apr,536,26,61
U00941,C0079,May,924,37,88
U00942,C0079,Jun,721,53,75
U00943,C0079,Jul,622,30,48
U00944,C0079,Aug,697,40,78
U00945,C0079,Sep,535,29,67
U00946,C0079,Oct,730,25,83
U00947,C0079,Nov,760,53,65
U00948,C0079,Dec,827,52,53
U00949,C0080,Jan,832,18,68
U00950,C0080,Feb,509,19,59
U00951,C0080,Mar,548,21,77
U00952,C0080,Apr,457,30,52
U00953,C0080,May,564,36,78
U00954,C0080,Jun,656,27,88
U00955,C0080,Jul,463,36,48
U00956,C0080,Aug,433,40,87
U00957,C0080,Sep,863,24,74
U00958,C0080,Oct,629,53,59
U00959,C0080,Nov,643,50,85
U00960,C0080,Dec,694,21,59
U00961,C0081,Jan,796,44,85
U00962,C0081,Feb,720,53,38
U00963,C0081,Mar,413,34,47
U00964,C0081,Apr,853,32,75
U00965,C0081,May,776,55,69
U00966,C0081,Jun,601,30,53
U00967,C0081,Jul,859,29,78
U00968,C0081,Aug,476,29,46
U00969,C0081,Sep,926,25,59
U00970,C0081,Oct,441,45,52
U00971,C0081,Nov,670,26,45
U00972,C0081,Dec,661,18,56
U00973,C0082,Jan,199,74,4
U00974,C0082,Feb,119,85,4
U00975,C0082,Mar,278,84,18
U00976,C0082,Apr,282,100,14
U00977,C0082,May,98,85,19
U00978,C0082,Jun,136,76,19
U00979,C0082,Jul,97,97,8
U00980,C0082,Aug,186,99,20
U00981,C0082,Sep,183,70,14
U00982,C0082,Oct,136,78,13
U00983,C0082,Nov,164,88,12
U00984,C0082,Dec,135,98,18
U00985,C0083,Jan,223,65,6
U00986,C0083,Feb,251,87,17
U00987,C0083,Mar,141,80,4
U00988,C0083,Apr,254,85,15
U00989,C0083,May,283,72,15
U00990,C0083,Jun,145,99,12
U00991,C0083,Jul,86,98,14
U00992,C0083,Aug,211,97,17
U00993,C0083,Sep,204,67,12
U00994,C0083,Oct,246,77,13
U00995,C0083,Nov,211,70,6
U00996,C0083,Dec,122,99,20
U00997,C0084,Jan,407,22,48
U00998,C0084,Feb,618,45,88
U00999,C0084,Mar,506,31,69
U01000,C0084,Apr,845,22,82
U01001,C0084,May,557,19,64
U01002,C0084,Jun,739,20,40
U01003,C0084,Jul,475,21,46
U01004,C0084,Aug,657,53,39
U01005,C0084,Sep,633,34,61
U01006,C0084,Oct,797,46,75
U01007,C0084,Nov,814,45,55
U01008,C0084,Dec,417,42,78
U01009,C0085,Jan,521,52,35
U01010,C0085,Feb,464,55,37
U01011,C0085,Mar,474,40,67
U01012,C0085,Apr,508,36,85
U01013,C0085,May,708,23,53
U01014,C0085,Jun,848,42,60
U01015,C0085,Jul,431,48,45
U01016,C0085,Aug,946,32,43
U01017,C0085,Sep,800,52,53
U01018,C0085,Oct,547,37,78
U01019,C0085,Nov,782,18,70
U01020,C0085,Dec,544,25,37
U01021,C0086,Jan,405,54,73
U01022,C0086,Feb,803,52,70
U01023,C0086,Mar,487,37,48
U01024,C0086,Apr,752,31,61
U01025,C0086,May,924,27,45
U01026,C0086,Jun,588,32,74
U01027,C0086,Jul,658,30,42
U01028,C0086,Aug,585,54,89
U01029,C0086,Sep,455,53,64
U01030,C0086,Oct,474,36,77
U01031,C0086,Nov,468,34,41
U01032,C0086,Dec,602,55,66
U01033,C0087,Jan,738,40,43
U01034,C0087,Feb,640,24,53
U01035,C0087,Mar,471,30,55
U01036,C0087,Apr,897,46,56
U01037,C0087,May,713,55,44
U01038,C0087,Jun,773,38,62
U01039,C0087,Jul,572,18,55
U01040,C0087,Aug,652,32,80
U01041,C0087,Sep,846,35,88
U01042,C0087,Oct,768,26,78
U01043,C0087,Nov,739,48,64
U01044,C0087,Dec,856,40,84
U01045,C0088,Jan,712,49,70
U01046,C0088,Feb,511,29,76
U01047,C0088,Mar,483,35,89
U01048,C0088,Apr,543,52,47
U01049,C0088,May,669,22,81
U01050,C0088,Jun,477,19,89
U01051,C0088,Jul,919,19,87
U01052,C0088,Aug,814,55,48
U01053,C0088,Sep,437,53,51
U01054,C0088,Oct,883,27,58
U01055,C0088,Nov,801,32,84
U01056,C0088,Dec,697,26,64
U01057,C0089,Jan,208,97,5
U01058,C0089,Feb,181,88,19
U01059,C0089,Mar,82,80,8
U01060,C0089,Apr,273,97,7
U01061,C0089,May,194,75,8
U01062,C0089,Jun,224,74,18
U01063,C0089,Jul,171,67,10
U01064,C0089,Aug,274,96,10
U01065,C0089,Sep,96,81,14
U01066,C0089,Oct,139,67,9
U01067,C0089,Nov,212,88,15
U01068,C0089,Dec,200,94,4
U01069,C0090,Jan,440,38,41
U01070,C0090,Feb,933,35,88
U01071,C0090,Mar,669,55,69
U01072,C0090,Apr,578,42,76
U01073,C0090,May,787,41,72
U01074,C0090,Jun,479,51,51
U01075,C0090,Jul,785,32,68
U01076,C0090,Aug,815,40,87
U01077,C0090,Sep,753,49,85
U01078,C0090,Oct,893,18,67
U01079,C0090,Nov,542,46,45
U01080,C0090,Dec,635,22,67
U01081,C0091,Jan,244,82,9
U01082,C0091,Feb,118,76,8
U01083,C0091,Mar,172,72,10
U01084,C0091,Apr,186,86,6
U01085,C0091,May,203,95,18
U01086,C0091,Jun,133,75,16
U01087,C0091,Jul,85,80,4
U01088,C0091,Aug,112,75,7
U01089,C0091,Sep,241,97,4
U01090,C0091,Oct,226,74,4
U01091,C0091,Nov,122,81,8
U01092,C0091,Dec,212,90,3
U01093,C0092,Jan,690,23,48
U01094,C0092,Feb,859,48,90
U01095,C0092,Mar,893,28,49
U01096,C0092,Apr,820,27,85
U01097,C0092,May,586,50,51
U01098,C0092,Jun,571,39,64
U01099,C0092,Jul,470,32,59
U01100,C0092,Aug,794,26,41
U01101,C0092,Sep,416,30,68
U01102,C0092,Oct,916,44,87
U01103,C0092,Nov,553,24,46
U01104,C0092,Dec,887,20,85
U01105,C0093,Jan,944,50,83
U01106,C0093,Feb,520,23,65
U01107,C0093,Mar,533,52,87
U01108,C0093,Apr,401,45,68
U01109,C0093,May,830,41,90
U01110,C0093,Jun,444,51,62
U01111,C0093,Jul,634,48,85
U01112,C0093,Aug,790,40,72
U01113,C0093,Sep,500,45,43
U01114,C0093,Oct,660,48,84
U01115,C0093,Nov,638,23,53
U01116,C0093,Dec,818,34,47
U01117,C0094,Jan,81,65,19
U01118,C0094,Feb,110,98,3
U01119,C0094,Mar,176,78,13
U01120,C0094,Apr,184,88,6
U01121,C0094,May,119,92,11
U01122,C0094,Jun,146,99,16
U01123,C0094,Jul,224,88,11
U01124,C0094,Aug,254,90,9
U01125,C0094,Sep,185,100,20
U01126,C0094,Oct,203,76,14
U01127,C0094,Nov,223,100,18
U01128,C0094,Dec,144,84,14
U01129,C0095,Jan,807,26,89
U01130,C0095,Feb,521,32,63
U01131,C0095,Mar,565,24,48
U01132,C0095,Apr,920,43,85
U01133,C0095,May,746,53,74
U01134,C0095,Jun,453,28,59
U01135,C0095,Jul,405,23,87
U01136,C0095,Aug,548,48,73
U01137,C0095,Sep,845,23,39
U01138,C0095,Oct,669,32,58
U01139,C0095,Nov,481,20,81
U01140,C0095,Dec,793,43,74
U01141,C0096,Jan,247,98,12
U01142,C0096,Feb,262,68,8
U01143,C0096,Mar,243,96,17
U01144,C0096,Apr,82,77,19
U01145,C0096,May,153,77,4
U01146,C0096,Jun,280,97,19
U01147,C0096,Jul,258,79,8
U01148,C0096,Aug,252,67,14
U01149,C0096,Sep,141,65,8
U01150,C0096,Oct,102,82,15
U01151,C0096,Nov,170,90,15
U01152,C0096,Dec,230,77,19
U01153,C0097,Jan,415,22,40
U01154,C0097,Feb,691,53,72
U01155,C0097,Mar,756,40,87
U01156,C0097,Apr,683,32,73
U01157,C0097,May,599,47,60
U01158,C0097,Jun,404,34,46
U01159,C0097,Jul,816,50,41
U01160,C0097,Aug,474,50,53
U01161,C0097,Sep,748,25,86
U01162,C0097,Oct,925,34,69
U01163,C0097,Nov,656,46,59
U01164,C0097,Dec,895,33,83
U01165,C0098,Jan,747,47,78
U01166,C0098,Feb,871,55,90
U01167,C0098,Mar,428,48,42
U01168,C0098,Apr,664,22,59
U01169,C0098,May,625,32,86
U01170,C0098,Jun,723,44,57
U01171,C0098,Jul,928,52,35
U01172,C0098,Aug,669,33,53
U01173,C0098,Sep,495,43,78
U01174,C0098,Oct,750,22,70
U01175,C0098,Nov,582,48,55
U01176,C0098,Dec,762,31,71
U01177,C0099,Jan,675,29,82
U01178,C0099,Feb,594,49,82
U01179,C0099,Mar,604,33,82
U01180,C0099,Apr,647,34,48
U01181,C0099,May,634,30,88
U01182,C0099,Jun,655,40,44
U01183,C0099,Jul,509,25,40
U01184,C0099,Aug,904,18,83
U01185,C0099,Sep,443,48,58
U01186,C0099,Oct,722,49,71
U01187,C0099,Nov,681,49,46
U01188,C0099,Dec,923,35,60
U01189,C0100,Jan,627,54,43
U01190,C0100,Feb,455,51,86
U01191,C0100,Mar,833,48,69
U01192,C0100,Apr,433,50,57
U01193,C0100,May,803,29,64
U01194,C0100,Jun,523,51,64
U01195,C0100,Jul,723,18,35
U01196,C0100,Aug,615,42,72
U01197,C0100,Sep,503,38,58
U01198,C0100,Oct,665,29,70
U01199,C0100,Nov,669,33,52
U01200,C0100,Dec,882,39,58
U01201,C0101,Jan,127,96,16
U01202,C0101,Feb,133,91,14
U01203,C0101,Mar,173,90,11
U01204,C0101,Apr,195,76,7
U01205,C0101,May,227,79,6
U01206,C0101,Jun,264,82,10
U01207,C0101,Jul,222,92,15
U01208,C0101,Aug,130,74,7
U01209,C0101,Sep,201,65,8
U01210,C0101,Oct,187,96,7
U01211,C0101,Nov,297,98,20
U01212,C0101,Dec,264,85,18
U01213,C0102,Jan,707,34,70
U01214,C0102,Feb,448,43,41
U01215,C0102,Mar,567,21,48
U01216,C0102,Apr,660,48,88
U01217,C0102,May,498,46,82
U01218,C0102,Jun,742,34,58
U01219,C0102,Jul,768,53,70
U01220,C0102,Aug,663,40,36
U01221,C0102,Sep,821,25,57
U01222,C0102,Oct,603,54,71
U01223,C0102,Nov,578,36,57
U01224,C0102,Dec,732,50,66
U01225,C0103,Jan,857,23,59
U01226,C0103,Feb,693,47,75
U01227,C0103,Mar,548,28,75
U01228,C0103,Apr,745,44,75
U01229,C0103,May,814,22,40
U01230,C0103,Jun,565,39,49
U01231,C0103,Jul,721,38,76
U01232,C0103,Aug,698,35,73
U01233,C0103,Sep,804,35,63
U01234,C0103,Oct,771,55,68
U01235,C0103,Nov,861,44,45
U01236,C0103,Dec,588,19,43
U01237,C0104,Jan,640,34,82
U01238,C0104,Feb,481,31,45
U01239,C0104,Mar,806,24,41
U01240,C0104,Apr,465,48,70
U01241,C0104,May,455,19,84
U01242,C0104,Jun,806,51,83
U01243,C0104,Jul,485,24,51
U01244,C0104,Aug,559,23,76
U01245,C0104,Sep,799,37,49
U01246,C0104,Oct,653,36,63
U01247,C0104,Nov,529,26,68
U01248,C0104,Dec,574,19,37
U01249,C0105,Jan,765,38,90
U01250,C0105,Feb,887,47,90
U01251,C0105,Mar,678,53,63
U01252,C0105,Apr,538,52,46
U01253,C0105,May,867,54,62
U01254,C0105,Jun,936,52,54
U01255,C0105,Jul,755,48,69
U01256,C0105,Aug,632,23,63
U01257,C0105,Sep,715,41,61
U01258,C0105,Oct,666,27,54
U01259,C0105,Nov,410,18,68
U01260,C0105,Dec,539,40,53
U01261,C0106,Jan,880,52,35
U01262,C0106,Feb,903,48,54
U01263,C0106,Mar,409,45,86
U01264,C0106,Apr,699,32,85
U01265,C0106,May,407,53,58
U01266,C0106,Jun,593,44,70
U01267,C0106,Jul,847,43,50
U01268,C0106,Aug,567,42,88
U01269,C0106,Sep,787,32,51
U01270,C0106,Oct,481,45,75
U01271,C0106,Nov,645,51,83
U01272,C0106,Dec,678,36,76
U01273,C0107,Jan,944,35,61
U01274,C0107,Feb,592,22,46
U01275,C0107,Mar,539,36,42
U01276,C0107,Apr,866,46,52
U01277,C0107,May,903,30,55
U01278,C0107,Jun,419,27,38
U01279,C0107,Jul,947,19,46
U01280,C0107,Aug,504,36,52
U01281,C0107,Sep,528,46,81
U01282,C0107,Oct,408,32,40
U01283,C0107,Nov,554,18,66
U01284,C0107,Dec,622,39,61
U01285,C0108,Jan,719,49,58
U01286,C0108,Feb,874,20,56
U01287,C0108,Mar,482,27,38
U01288,C0108,Apr,672,43,39
U01289,C0108,May,881,29,47
U01290,C0108,Jun,656,42,88
U01291,C0108,Jul,412,25,84
U01292,C0108,Aug,654,42,84
U01293,C0108,Sep,853,33,82
U01294,C0108,Oct,434,30,64
U01295,C0108,Nov,496,51,77
U01296,C0108,Dec,613,48,59
U01297,C0109,Jan,719,38,45
U01298,C0109,Feb,443,53,68
U01299,C0109,Mar,525,34,65
U01300,C0109,Apr,705,30,58
U01301,C0109,May,453,31,42
U01302,C0109,Jun,641,45,55
U01303,C0109,Jul,415,28,85
U01304,C0109,Aug,682,55,42
U01305,C0109,Sep,805,33,35
U01306,C0109,Oct,443,55,85
U01307,C0109,Nov,886,27,58
U01308,C0109,Dec,491,33,45
U01309,C0110,Jan,911,23,78
U01310,C0110,Feb,746,21,38
U01311,C0110,Mar,764,27,79
U01312,C0110,Apr,949,24,43
U01313,C0110,May,899,32,55
U01314,C0110,Jun,755,46,81
U01315,C0110,Jul,597,19,79
U01316,C0110,Aug,786,40,81
U01317,C0110,Sep,537,34,37
U01318,C0110,Oct,896,46,70
U01319,C0110,Nov,701,52,79
U01320,C0110,Dec,901,30,71
U01321,C0111,Jan,127,99,14
U01322,C0111,Feb,162,94,11
U01323,C0111,Mar,292,100,8
U01324,C0111,Apr,97,98,7
U01325,C0111,May,195,83,11
U01326,C0111,Jun,218,88,17
U01327,C0111,Jul,80,97,15
U01328,C0111,Aug,267,76,3
U01329,C0111,Sep,238,88,10
U01330,C0111,Oct,162,69,20
U01331,C0111,Nov,289,89,9
U01332,C0111,Dec,214,96,20
U01333,C0112,Jan,557,36,55
U01334,C0112,Feb,819,38,42
U01335,C0112,Mar,498,51,77
U01336,C0112,Apr,468,20,88
U01337,C0112,May,532,29,90
U01338,C0112,Jun,432,30,41
U01339,C0112,Jul,897,30,41
U01340,C0112,Aug,432,54,76
U01341,C0112,Sep,797,49,68
U01342,C0112,Oct,662,21,58
U01343,C0112,Nov,626,22,35
U01344,C0112,Dec,613,49,88
U01345,C0113,Jan,481,47,86
U01346,C0113,Feb,462,41,70
U01347,C0113,Mar,825,41,85
U01348,C0113,Apr,459,35,68
U01349,C0113,May,441,22,88
U01350,C0113,Jun,711,22,48
U01351,C0113,Jul,931,24,41
U01352,C0113,Aug,636,52,59
U01353,C0113,Sep,594,30,68
U01354,C0113,Oct,654,54,75
U01355,C0113,Nov,583,53,82
U01356,C0113,Dec,825,24,84
U01357,C0114,Jan,766,47,79
U01358,C0114,Feb,837,24,45
U01359,C0114,Mar,584,53,60
U01360,C0114,Apr,916,39,77
U01361,C0114,May,561,52,73
U01362,C0114,Jun,853,40,55
U01363,C0114,Jul,732,41,61
U01364,C0114,Aug,840,38,73
U01365,C0114,Sep,646,54,69
U01366,C0114,Oct,619,42,84
U01367,C0114,Nov,660,41,63
U01368,C0114,Dec,858,43,35
U01369,C0115,Jan,435,36,73
U01370,C0115,Feb,416,51,43
U01371,C0115,Mar,709,18,54
U01372,C0115,Apr,627,31,89
U01373,C0115,May,722,19,84
U01374,C0115,Jun,682,53,67
U01375,C0115,Jul,558,24,37
U01376,C0115,Aug,871,40,44
U01377,C0115,Sep,541,34,58
U01378,C0115,Oct,655,32,51
U01379,C0115,Nov,707,23,71
U01380,C0115,Dec,809,54,48
U01381,C0116,Jan,267,69,13
U01382,C0116,Feb,282,95,8
U01383,C0116,Mar,204,71,12
U01384,C0116,Apr,89,89,5
U01385,C0116,May,279,68,13
U01386,C0116,Jun,169,92,16
U01387,C0116,Jul,110,79,3
U01388,C0116,Aug,242,89,4
U01389,C0116,Sep,158,98,4
U01390,C0116,Oct,161,99,7
U01391,C0116,Nov,163,97,10
U01392,C0116,Dec,119,68,15
U01393,C0117,Jan,856,54,67
U01394,C0117,Feb,492,32,62
U01395,C0117,Mar,696,43,44
U01396,C0117,Apr,535,39,40
U01397,C0117,May,887,54,82
U01398,C0117,Jun,450,53,60
U01399,C0117,Jul,668,23,60
U01400,C0117,Aug,913,45,84
U01401,C0117,Sep,533,26,65
U01402,C0117,Oct,602,49,60
U01403,C0117,Nov,600,53,74
U01404,C0117,Dec,936,33,50
U01405,C0118,Jan,473,35,84
U01406,C0118,Feb,840,38,78
U01407,C0118,Mar,491,25,77
U01408,C0118,Apr,823,45,58
U01409,C0118,May,756,30,55
U01410,C0118,Jun,752,19,84
U01411,C0118,Jul,712,28,57
U01412,C0118,Aug,852,27,63
U01413,C0118,Sep,445,32,47
U01414,C0118,Oct,782,27,83
U01415,C0118,Nov,487,25,82
U01416,C0118,Dec,455,33,74
U01417,C0119,Jan,117,83,3
U01418,C0119,Feb,167,72,12
U01419,C0119,Mar,195,95,3
U01420,C0119,Apr,164,78,20
U01421,C0119,May,134,78,20
U01422,C0119,Jun,213,81,20
U01423,C0119,Jul,203,74,3
U01424,C0119,Aug,176,98,4
U01425,C0119,Sep,145,75,4
U01426,C0119,Oct,152,77,11
U01427,C0119,Nov,93,94,3
U01428,C0119,Dec,97,89,11
U01429,C0120,Jan,768,24,36
U01430,C0120,Feb,699,42,49
U01431,C0120,Mar,789,50,80
U01432,C0120,Apr,501,38,66
U01433,C0120,May,944,23,46
U01434,C0120,Jun,603,50,64
U01435,C0120,Jul,422,20,50
U01436,C0120,Aug,942,37,56
U01437,C0120,Sep,901,43,82
U01438,C0120,Oct,560,19,57
U01439,C0120,Nov,760,40,75
U01440,C0120,Dec,709,33,67
U01441,C0121,Jan,682,21,75
U01442,C0121,Feb,663,42,87
U01443,C0121,Mar,430,53,52
U01444,C0121,Apr,630,27,56
U01445,C0121,May,802,26,40
U01446,C0121,Jun,791,51,78
U01447,C0121,Jul,632,44,50
U01448,C0121,Aug,556,45,54
U01449,C0121,Sep,737,46,69
U01450,C0121,Oct,534,31,76
U01451,C0121,Nov,541,55,69
U01452,C0121,Dec,607,26,54
U01453,C0122,Jan,936,26,62
U01454,C0122,Feb,548,54,45
U01455,C0122,Mar,725,22,70
U01456,C0122,Apr,945,25,46
U01457,C0122,May,725,27,81
U01458,C0122,Jun,430,38,61
U01459,C0122,Jul,821,37,63
U01460,C0122,Aug,680,27,84
U01461,C0122,Sep,592,24,43
U01462,C0122,Oct,589,19,83
U01463,C0122,Nov,673,54,74
U01464,C0122,Dec,636,32,49
U01465,C0123,Jan,426,40,40
U01466,C0123,Feb,888,26,67
U01467,C0123,Mar,880,41,46
U01468,C0123,Apr,796,49,65
U01469,C0123,May,540,28,47
U01470,C0123,Jun,631,20,61
U01471,C0123,Jul,415,35,61
U01472,C0123,Aug,627,30,83
U01473,C0123,Sep,609,22,46
U01474,C0123,Oct,849,49,79
U01475,C0123,Nov,732,47,50
U01476,C0123,Dec,837,43,84
U01477,C0124,Jan,442,42,81
U01478,C0124,Feb,720,43,74
U01479,C0124,Mar,949,51,76
U01480,C0124,Apr,439,51,41
U01481,C0124,May,862,47,87
U01482,C0124,Jun,443,33,68
U01483,C0124,Jul,950,43,82
U01484,C0124,Aug,440,53,59
U01485,C0124,Sep,928,21,47
U01486,C0124,Oct,698,46,60
U01487,C0124,Nov,711,36,64
U01488,C0124,Dec,570,45,53
U01489,C0125,Jan,455,51,44
U01490,C0125,Feb,874,46,40
U01491,C0125,Mar,912,25,46
U01492,C0125,Apr,538,43,61
U01493,C0125,May,731,46,36
U01494,C0125,Jun,583,47,72
U01495,C0125,Jul,606,47,40
U01496,C0125,Aug,656,38,79
U01497,C0125,Sep,567,25,40
U01498,C0125,Oct,516,46,75
U01499,C0125,Nov,771,23,68
U01500,C0125,Dec,793,50,74
U01501,C0126,Jan,563,42,70
U01502,C0126,Feb,789,20,84
U01503,C0126,Mar,574,39,71
U01504,C0126,Apr,553,28,90
U01505,C0126,May,548,29,84
U01506,C0126,Jun,452,44,54
U01507,C0126,Jul,716,46,53
U01508,C0126,Aug,585,25,43
U01509,C0126,Sep,607,18,74
U01510,C0126,Oct,659,18,64
U01511,C0126,Nov,909,49,69
U01512,C0126,Dec,405,49,50
U01513,C0127,Jan,622,55,77
U01514,C0127,Feb,887,47,61
U01515,C0127,Mar,852,23,73
U01516,C0127,Apr,406,33,70
U01517,C0127,May,684,53,87
U01518,C0127,Jun,612,21,46
U01519,C0127,Jul,551,21,76
U01520,C0127,Aug,757,20,44
U01521,C0127,Sep,433,54,88
U01522,C0127,Oct,705,39,40
U01523,C0127,Nov,450,24,61
U01524,C0127,Dec,582,28,78
U01525,C0128,Jan,691,54,85
U01526,C0128,Feb,581,47,82
U01527,C0128,Mar,768,20,40
U01528,C0128,Apr,706,38,58
U01529,C0128,May,788,22,83
U01530,C0128,Jun,837,53,39
U01531,C0128,Jul,699,48,43
U01532,C0128,Aug,524,35,56
U01533,C0128,Sep,939,44,68
U01534,C0128,Oct,614,31,74
U01535,C0128,Nov,459,24,71
U01536,C0128,Dec,941,23,65
U01537,C0129,Jan,694,45,73
U01538,C0129,Feb,724,34,68
U01539,C0129,Mar,762,26,74
U01540,C0129,Apr,908,51,81
U01541,C0129,May,909,49,86
U01542,C0129,Jun,584,32,80
U01543,C0129,Jul,697,30,35
U01544,C0129,Aug,521,19,64
U01545,C0129,Sep,520,31,86
U01546,C0129,Oct,824,44,37
U01547,C0129,Nov,741,40,70
U01548,C0129,Dec,617,18,75
U01549,C0130,Jan,131,83,11
U01550,C0130,Feb,282,69,12
U01551,C0130,Mar,156,97,20
U01552,C0130,Apr,162,65,6
U01553,C0130,May,255,86,13
U01554,C0130,Jun,181,66,8
U01555,C0130,Jul,129,86,13
U01556,C0130,Aug,252,95,18
U01557,C0130,Sep,284,67,7
U01558,C0130,Oct,203,74,17
U01559,C0130,Nov,217,86,17
U01560,C0130,Dec,280,91,4
U01561,C0131,Jan,293,98,12
U01562,C0131,Feb,224,85,20
U01563,C0131,Mar,217,66,9
U01564,C0131,Apr,227,86,14
